iterate,power,delta,band
31885,0.6799999999999999,1.9500000000000002,0.37
31886,0.6799999999999999,1.9500000000000002,0.38
31887,0.6799999999999999,1.9500000000000002,0.39
31888,0.6799999999999999,1.9500000000000002,0.4
31889,0.6799999999999999,1.9500000000000002,0.41000000000000003
31890,0.6799999999999999,1.9500000000000002,0.42000000000000004
31891,0.6799999999999999,1.9500000000000002,0.43000000000000005
31892,0.6799999999999999,1.9500000000000002,0.44000000000000006
31893,0.6799999999999999,1.9500000000000002,0.45000000000000007
31894,0.6799999999999999,1.9500000000000002,0.45999999999999996
31895,0.6799999999999999,1.9500000000000002,0.47
31896,0.6799999999999999,1.9500000000000002,0.48
31897,0.6799999999999999,1.9500000000000002,0.49
31898,0.6799999999999999,1.9500000000000002,0.5
31899,0.6799999999999999,2,0.1
31900,0.6799999999999999,2,0.11
31901,0.6799999999999999,2,0.12000000000000001
31902,0.6799999999999999,2,0.13
31903,0.6799999999999999,2,0.14
31904,0.6799999999999999,2,0.15000000000000002
31905,0.6799999999999999,2,0.16
31906,0.6799999999999999,2,0.17
31907,0.6799999999999999,2,0.18
31908,0.6799999999999999,2,0.19
31909,0.6799999999999999,2,0.2
31910,0.6799999999999999,2,0.21000000000000002
31911,0.6799999999999999,2,0.22
31912,0.6799999999999999,2,0.23
31913,0.6799999999999999,2,0.24000000000000002
31914,0.6799999999999999,2,0.25
31915,0.6799999999999999,2,0.26
31916,0.6799999999999999,2,0.27
31917,0.6799999999999999,2,0.28
31918,0.6799999999999999,2,0.29000000000000004
31919,0.6799999999999999,2,0.30000000000000004
31920,0.6799999999999999,2,0.31
31921,0.6799999999999999,2,0.32
31922,0.6799999999999999,2,0.33
31923,0.6799999999999999,2,0.33999999999999997
31924,0.6799999999999999,2,0.35
31925,0.6799999999999999,2,0.36
31926,0.6799999999999999,2,0.37
31927,0.6799999999999999,2,0.38
31928,0.6799999999999999,2,0.39
31929,0.6799999999999999,2,0.4
31930,0.6799999999999999,2,0.41000000000000003
31931,0.6799999999999999,2,0.42000000000000004
31932,0.6799999999999999,2,0.43000000000000005
31933,0.6799999999999999,2,0.44000000000000006
31934,0.6799999999999999,2,0.45000000000000007
31935,0.6799999999999999,2,0.45999999999999996
31936,0.6799999999999999,2,0.47
31937,0.6799999999999999,2,0.48
31938,0.6799999999999999,2,0.49
31939,0.6799999999999999,2,0.5
31940,0.69,0,0.1
31941,0.69,0,0.11
31942,0.69,0,0.12000000000000001
31943,0.69,0,0.13
31944,0.69,0,0.14
31945,0.69,0,0.15000000000000002
31946,0.69,0,0.16
31947,0.69,0,0.17
31948,0.69,0,0.18
31949,0.69,0,0.19
31950,0.69,0,0.2
31951,0.69,0,0.21000000000000002
31952,0.69,0,0.22
31953,0.69,0,0.23
31954,0.69,0,0.24000000000000002
31955,0.69,0,0.25
31956,0.69,0,0.26
31957,0.69,0,0.27
31958,0.69,0,0.28
31959,0.69,0,0.29000000000000004
31960,0.69,0,0.30000000000000004
32022,0.69,0.1,0.1
32023,0.69,0.1,0.11
32024,0.69,0.1,0.12000000000000001
32025,0.69,0.1,0.13
32063,0.69,0.15000000000000002,0.1
32064,0.69,0.15000000000000002,0.11
32065,0.69,0.15000000000000002,0.12000000000000001
32066,0.69,0.15000000000000002,0.13
32067,0.69,0.15000000000000002,0.14
32068,0.69,0.15000000000000002,0.15000000000000002
32069,0.69,0.15000000000000002,0.16
32070,0.69,0.15000000000000002,0.17
32071,0.69,0.15000000000000002,0.18
32072,0.69,0.15000000000000002,0.19
32104,0.69,0.2,0.1
32105,0.69,0.2,0.11
32106,0.69,0.2,0.12000000000000001
32107,0.69,0.2,0.13
32108,0.69,0.2,0.14
32109,0.69,0.2,0.15000000000000002
32110,0.69,0.2,0.16
32111,0.69,0.2,0.17
32112,0.69,0.2,0.18
32113,0.69,0.2,0.19
32114,0.69,0.2,0.2
32115,0.69,0.2,0.21000000000000002
32116,0.69,0.2,0.22
32117,0.69,0.2,0.23
32118,0.69,0.2,0.24000000000000002
32119,0.69,0.2,0.25
32145,0.69,0.25,0.1
32146,0.69,0.25,0.11
32147,0.69,0.25,0.12000000000000001
32148,0.69,0.25,0.13
32149,0.69,0.25,0.14
32150,0.69,0.25,0.15000000000000002
32151,0.69,0.25,0.16
32152,0.69,0.25,0.17
32153,0.69,0.25,0.18
32154,0.69,0.25,0.19
32155,0.69,0.25,0.2
32156,0.69,0.25,0.21000000000000002
32157,0.69,0.25,0.22
32158,0.69,0.25,0.23
32159,0.69,0.25,0.24000000000000002
32160,0.69,0.25,0.25
32161,0.69,0.25,0.26
32162,0.69,0.25,0.27
32163,0.69,0.25,0.28
32164,0.69,0.25,0.29000000000000004
32165,0.69,0.25,0.30000000000000004
32166,0.69,0.25,0.31
32186,0.69,0.30000000000000004,0.1
32187,0.69,0.30000000000000004,0.11
32188,0.69,0.30000000000000004,0.12000000000000001
32189,0.69,0.30000000000000004,0.13
32190,0.69,0.30000000000000004,0.14
32191,0.69,0.30000000000000004,0.15000000000000002
32192,0.69,0.30000000000000004,0.16
32193,0.69,0.30000000000000004,0.17
32194,0.69,0.30000000000000004,0.18
32195,0.69,0.30000000000000004,0.19
32196,0.69,0.30000000000000004,0.2
32197,0.69,0.30000000000000004,0.21000000000000002
32198,0.69,0.30000000000000004,0.22
32199,0.69,0.30000000000000004,0.23
32200,0.69,0.30000000000000004,0.24000000000000002
32201,0.69,0.30000000000000004,0.25
32202,0.69,0.30000000000000004,0.26
32203,0.69,0.30000000000000004,0.27
32204,0.69,0.30000000000000004,0.28
32205,0.69,0.30000000000000004,0.29000000000000004
32206,0.69,0.30000000000000004,0.30000000000000004
32207,0.69,0.30000000000000004,0.31
32208,0.69,0.30000000000000004,0.32
32209,0.69,0.30000000000000004,0.33
32211,0.69,0.30000000000000004,0.35
32212,0.69,0.30000000000000004,0.36
32227,0.69,0.35000000000000003,0.1
32228,0.69,0.35000000000000003,0.11
32229,0.69,0.35000000000000003,0.12000000000000001
32230,0.69,0.35000000000000003,0.13
32231,0.69,0.35000000000000003,0.14
32232,0.69,0.35000000000000003,0.15000000000000002
32233,0.69,0.35000000000000003,0.16
32234,0.69,0.35000000000000003,0.17
32235,0.69,0.35000000000000003,0.18
32236,0.69,0.35000000000000003,0.19
32237,0.69,0.35000000000000003,0.2
32238,0.69,0.35000000000000003,0.21000000000000002
32239,0.69,0.35000000000000003,0.22
32240,0.69,0.35000000000000003,0.23
32241,0.69,0.35000000000000003,0.24000000000000002
32242,0.69,0.35000000000000003,0.25
32243,0.69,0.35000000000000003,0.26
32244,0.69,0.35000000000000003,0.27
32245,0.69,0.35000000000000003,0.28
32246,0.69,0.35000000000000003,0.29000000000000004
32247,0.69,0.35000000000000003,0.30000000000000004
32248,0.69,0.35000000000000003,0.31
32249,0.69,0.35000000000000003,0.32
32250,0.69,0.35000000000000003,0.33
32251,0.69,0.35000000000000003,0.33999999999999997
32253,0.69,0.35000000000000003,0.36
32254,0.69,0.35000000000000003,0.37
32255,0.69,0.35000000000000003,0.38
32256,0.69,0.35000000000000003,0.39
32257,0.69,0.35000000000000003,0.4
32258,0.69,0.35000000000000003,0.41000000000000003
32259,0.69,0.35000000000000003,0.42000000000000004
32268,0.69,0.4,0.1
32269,0.69,0.4,0.11
32270,0.69,0.4,0.12000000000000001
32271,0.69,0.4,0.13
32272,0.69,0.4,0.14
32273,0.69,0.4,0.15000000000000002
32274,0.69,0.4,0.16
32275,0.69,0.4,0.17
32276,0.69,0.4,0.18
32277,0.69,0.4,0.19
32278,0.69,0.4,0.2
32279,0.69,0.4,0.21000000000000002
32280,0.69,0.4,0.22
32281,0.69,0.4,0.23
32282,0.69,0.4,0.24000000000000002
32283,0.69,0.4,0.25
32284,0.69,0.4,0.26
32285,0.69,0.4,0.27
32286,0.69,0.4,0.28
32287,0.69,0.4,0.29000000000000004
32288,0.69,0.4,0.30000000000000004
32289,0.69,0.4,0.31
32290,0.69,0.4,0.32
32291,0.69,0.4,0.33
32292,0.69,0.4,0.33999999999999997
32293,0.69,0.4,0.35
32294,0.69,0.4,0.36
32295,0.69,0.4,0.37
32296,0.69,0.4,0.38
32297,0.69,0.4,0.39
32298,0.69,0.4,0.4
32299,0.69,0.4,0.41000000000000003
32300,0.69,0.4,0.42000000000000004
32301,0.69,0.4,0.43000000000000005
32302,0.69,0.4,0.44000000000000006
32303,0.69,0.4,0.45000000000000007
32304,0.69,0.4,0.45999999999999996
32305,0.69,0.4,0.47
32306,0.69,0.4,0.48
32309,0.69,0.45,0.1
32310,0.69,0.45,0.11
32311,0.69,0.45,0.12000000000000001
32312,0.69,0.45,0.13
32313,0.69,0.45,0.14
32314,0.69,0.45,0.15000000000000002
32315,0.69,0.45,0.16
32316,0.69,0.45,0.17
32317,0.69,0.45,0.18
32318,0.69,0.45,0.19
32319,0.69,0.45,0.2
32320,0.69,0.45,0.21000000000000002
32321,0.69,0.45,0.22
32322,0.69,0.45,0.23
32323,0.69,0.45,0.24000000000000002
32324,0.69,0.45,0.25
32325,0.69,0.45,0.26
32326,0.69,0.45,0.27
32327,0.69,0.45,0.28
32328,0.69,0.45,0.29000000000000004
32329,0.69,0.45,0.30000000000000004
32330,0.69,0.45,0.31
32331,0.69,0.45,0.32
32332,0.69,0.45,0.33
32333,0.69,0.45,0.33999999999999997
32334,0.69,0.45,0.35
32335,0.69,0.45,0.36
32336,0.69,0.45,0.37
32337,0.69,0.45,0.38
32338,0.69,0.45,0.39
32339,0.69,0.45,0.4
32340,0.69,0.45,0.41000000000000003
32341,0.69,0.45,0.42000000000000004
32342,0.69,0.45,0.43000000000000005
32343,0.69,0.45,0.44000000000000006
32346,0.69,0.45,0.47
32347,0.69,0.45,0.48
32348,0.69,0.45,0.49
32350,0.69,0.5,0.1
32351,0.69,0.5,0.11
32352,0.69,0.5,0.12000000000000001
32353,0.69,0.5,0.13
32354,0.69,0.5,0.14
32355,0.69,0.5,0.15000000000000002
32356,0.69,0.5,0.16
32357,0.69,0.5,0.17
32358,0.69,0.5,0.18
32359,0.69,0.5,0.19
32360,0.69,0.5,0.2
32361,0.69,0.5,0.21000000000000002
32362,0.69,0.5,0.22
32363,0.69,0.5,0.23
32364,0.69,0.5,0.24000000000000002
32365,0.69,0.5,0.25
32366,0.69,0.5,0.26
32367,0.69,0.5,0.27
32368,0.69,0.5,0.28
32369,0.69,0.5,0.29000000000000004
32370,0.69,0.5,0.30000000000000004
32371,0.69,0.5,0.31
32372,0.69,0.5,0.32
32373,0.69,0.5,0.33
32374,0.69,0.5,0.33999999999999997
32375,0.69,0.5,0.35
32376,0.69,0.5,0.36
32377,0.69,0.5,0.37
32378,0.69,0.5,0.38
32379,0.69,0.5,0.39
32380,0.69,0.5,0.4
32381,0.69,0.5,0.41000000000000003
32382,0.69,0.5,0.42000000000000004
32383,0.69,0.5,0.43000000000000005
32384,0.69,0.5,0.44000000000000006
32385,0.69,0.5,0.45000000000000007
32386,0.69,0.5,0.45999999999999996
32387,0.69,0.5,0.47
32388,0.69,0.5,0.48
32389,0.69,0.5,0.49
32390,0.69,0.5,0.5
32391,0.69,0.55,0.1
32392,0.69,0.55,0.11
32393,0.69,0.55,0.12000000000000001
32394,0.69,0.55,0.13
32395,0.69,0.55,0.14
32396,0.69,0.55,0.15000000000000002
32397,0.69,0.55,0.16
32398,0.69,0.55,0.17
32399,0.69,0.55,0.18
32400,0.69,0.55,0.19
32401,0.69,0.55,0.2
32402,0.69,0.55,0.21000000000000002
32403,0.69,0.55,0.22
32404,0.69,0.55,0.23
32405,0.69,0.55,0.24000000000000002
32406,0.69,0.55,0.25
32407,0.69,0.55,0.26
32408,0.69,0.55,0.27
32409,0.69,0.55,0.28
32410,0.69,0.55,0.29000000000000004
32411,0.69,0.55,0.30000000000000004
32412,0.69,0.55,0.31
32413,0.69,0.55,0.32
32414,0.69,0.55,0.33
32415,0.69,0.55,0.33999999999999997
32416,0.69,0.55,0.35
32417,0.69,0.55,0.36
32418,0.69,0.55,0.37
32419,0.69,0.55,0.38
32420,0.69,0.55,0.39
32421,0.69,0.55,0.4
32422,0.69,0.55,0.41000000000000003
32423,0.69,0.55,0.42000000000000004
32424,0.69,0.55,0.43000000000000005
32425,0.69,0.55,0.44000000000000006
32426,0.69,0.55,0.45000000000000007
32427,0.69,0.55,0.45999999999999996
32428,0.69,0.55,0.47
32429,0.69,0.55,0.48
32430,0.69,0.55,0.49
32431,0.69,0.55,0.5
32432,0.69,0.6000000000000001,0.1
32433,0.69,0.6000000000000001,0.11
32434,0.69,0.6000000000000001,0.12000000000000001
32435,0.69,0.6000000000000001,0.13
32436,0.69,0.6000000000000001,0.14
32437,0.69,0.6000000000000001,0.15000000000000002
32438,0.69,0.6000000000000001,0.16
32439,0.69,0.6000000000000001,0.17
32440,0.69,0.6000000000000001,0.18
32441,0.69,0.6000000000000001,0.19
32442,0.69,0.6000000000000001,0.2
32443,0.69,0.6000000000000001,0.21000000000000002
32444,0.69,0.6000000000000001,0.22
32445,0.69,0.6000000000000001,0.23
32446,0.69,0.6000000000000001,0.24000000000000002
32447,0.69,0.6000000000000001,0.25
32448,0.69,0.6000000000000001,0.26
32449,0.69,0.6000000000000001,0.27
32450,0.69,0.6000000000000001,0.28
32451,0.69,0.6000000000000001,0.29000000000000004
32452,0.69,0.6000000000000001,0.30000000000000004
32453,0.69,0.6000000000000001,0.31
32454,0.69,0.6000000000000001,0.32
32455,0.69,0.6000000000000001,0.33
32456,0.69,0.6000000000000001,0.33999999999999997
32457,0.69,0.6000000000000001,0.35
32458,0.69,0.6000000000000001,0.36
32459,0.69,0.6000000000000001,0.37
32460,0.69,0.6000000000000001,0.38
32461,0.69,0.6000000000000001,0.39
32462,0.69,0.6000000000000001,0.4
32463,0.69,0.6000000000000001,0.41000000000000003
32464,0.69,0.6000000000000001,0.42000000000000004
32465,0.69,0.6000000000000001,0.43000000000000005
32466,0.69,0.6000000000000001,0.44000000000000006
32467,0.69,0.6000000000000001,0.45000000000000007
32468,0.69,0.6000000000000001,0.45999999999999996
32469,0.69,0.6000000000000001,0.47
32470,0.69,0.6000000000000001,0.48
32471,0.69,0.6000000000000001,0.49
32472,0.69,0.6000000000000001,0.5
32473,0.69,0.65,0.1
32474,0.69,0.65,0.11
32475,0.69,0.65,0.12000000000000001
32476,0.69,0.65,0.13
32477,0.69,0.65,0.14
32478,0.69,0.65,0.15000000000000002
32479,0.69,0.65,0.16
32480,0.69,0.65,0.17
32481,0.69,0.65,0.18
32482,0.69,0.65,0.19
32483,0.69,0.65,0.2
32484,0.69,0.65,0.21000000000000002
32485,0.69,0.65,0.22
32486,0.69,0.65,0.23
32487,0.69,0.65,0.24000000000000002
32488,0.69,0.65,0.25
32489,0.69,0.65,0.26
32490,0.69,0.65,0.27
32491,0.69,0.65,0.28
32492,0.69,0.65,0.29000000000000004
32493,0.69,0.65,0.30000000000000004
32494,0.69,0.65,0.31
32495,0.69,0.65,0.32
32496,0.69,0.65,0.33
32497,0.69,0.65,0.33999999999999997
32498,0.69,0.65,0.35
32499,0.69,0.65,0.36
32500,0.69,0.65,0.37
32501,0.69,0.65,0.38
32502,0.69,0.65,0.39
32503,0.69,0.65,0.4
32504,0.69,0.65,0.41000000000000003
32505,0.69,0.65,0.42000000000000004
32506,0.69,0.65,0.43000000000000005
32507,0.69,0.65,0.44000000000000006
32508,0.69,0.65,0.45000000000000007
32509,0.69,0.65,0.45999999999999996
32510,0.69,0.65,0.47
32511,0.69,0.65,0.48
32512,0.69,0.65,0.49
32513,0.69,0.65,0.5
32514,0.69,0.7000000000000001,0.1
32515,0.69,0.7000000000000001,0.11
32516,0.69,0.7000000000000001,0.12000000000000001
32517,0.69,0.7000000000000001,0.13
32518,0.69,0.7000000000000001,0.14
32519,0.69,0.7000000000000001,0.15000000000000002
32520,0.69,0.7000000000000001,0.16
32521,0.69,0.7000000000000001,0.17
32522,0.69,0.7000000000000001,0.18
32523,0.69,0.7000000000000001,0.19
32524,0.69,0.7000000000000001,0.2
32525,0.69,0.7000000000000001,0.21000000000000002
32526,0.69,0.7000000000000001,0.22
32527,0.69,0.7000000000000001,0.23
32528,0.69,0.7000000000000001,0.24000000000000002
32529,0.69,0.7000000000000001,0.25
32530,0.69,0.7000000000000001,0.26
32531,0.69,0.7000000000000001,0.27
32532,0.69,0.7000000000000001,0.28
32533,0.69,0.7000000000000001,0.29000000000000004
32534,0.69,0.7000000000000001,0.30000000000000004
32535,0.69,0.7000000000000001,0.31
32536,0.69,0.7000000000000001,0.32
32537,0.69,0.7000000000000001,0.33
32538,0.69,0.7000000000000001,0.33999999999999997
32539,0.69,0.7000000000000001,0.35
32540,0.69,0.7000000000000001,0.36
32541,0.69,0.7000000000000001,0.37
32542,0.69,0.7000000000000001,0.38
32543,0.69,0.7000000000000001,0.39
32544,0.69,0.7000000000000001,0.4
32545,0.69,0.7000000000000001,0.41000000000000003
32546,0.69,0.7000000000000001,0.42000000000000004
32547,0.69,0.7000000000000001,0.43000000000000005
32548,0.69,0.7000000000000001,0.44000000000000006
32549,0.69,0.7000000000000001,0.45000000000000007
32550,0.69,0.7000000000000001,0.45999999999999996
32551,0.69,0.7000000000000001,0.47
32552,0.69,0.7000000000000001,0.48
32553,0.69,0.7000000000000001,0.49
32554,0.69,0.7000000000000001,0.5
32555,0.69,0.75,0.1
32556,0.69,0.75,0.11
32557,0.69,0.75,0.12000000000000001
32558,0.69,0.75,0.13
32559,0.69,0.75,0.14
32560,0.69,0.75,0.15000000000000002
32561,0.69,0.75,0.16
32562,0.69,0.75,0.17
32563,0.69,0.75,0.18
32564,0.69,0.75,0.19
32565,0.69,0.75,0.2
32566,0.69,0.75,0.21000000000000002
32567,0.69,0.75,0.22
32568,0.69,0.75,0.23
32569,0.69,0.75,0.24000000000000002
32570,0.69,0.75,0.25
32571,0.69,0.75,0.26
32572,0.69,0.75,0.27
32573,0.69,0.75,0.28
32574,0.69,0.75,0.29000000000000004
32575,0.69,0.75,0.30000000000000004
32576,0.69,0.75,0.31
32577,0.69,0.75,0.32
32578,0.69,0.75,0.33
32579,0.69,0.75,0.33999999999999997
32580,0.69,0.75,0.35
32581,0.69,0.75,0.36
32582,0.69,0.75,0.37
32583,0.69,0.75,0.38
32584,0.69,0.75,0.39
32585,0.69,0.75,0.4
32586,0.69,0.75,0.41000000000000003
32587,0.69,0.75,0.42000000000000004
32588,0.69,0.75,0.43000000000000005
32589,0.69,0.75,0.44000000000000006
32590,0.69,0.75,0.45000000000000007
32591,0.69,0.75,0.45999999999999996
32592,0.69,0.75,0.47
32593,0.69,0.75,0.48
32594,0.69,0.75,0.49
32595,0.69,0.75,0.5
32596,0.69,0.8,0.1
32597,0.69,0.8,0.11
32598,0.69,0.8,0.12000000000000001
32599,0.69,0.8,0.13
32600,0.69,0.8,0.14
32601,0.69,0.8,0.15000000000000002
32602,0.69,0.8,0.16
32603,0.69,0.8,0.17
32604,0.69,0.8,0.18
32605,0.69,0.8,0.19
32606,0.69,0.8,0.2
32607,0.69,0.8,0.21000000000000002
32608,0.69,0.8,0.22
32609,0.69,0.8,0.23
32610,0.69,0.8,0.24000000000000002
32611,0.69,0.8,0.25
32612,0.69,0.8,0.26
32613,0.69,0.8,0.27
32614,0.69,0.8,0.28
32615,0.69,0.8,0.29000000000000004
32616,0.69,0.8,0.30000000000000004
32617,0.69,0.8,0.31
32618,0.69,0.8,0.32
32619,0.69,0.8,0.33
32620,0.69,0.8,0.33999999999999997
32621,0.69,0.8,0.35
32622,0.69,0.8,0.36
32623,0.69,0.8,0.37
32624,0.69,0.8,0.38
32625,0.69,0.8,0.39
32626,0.69,0.8,0.4
32627,0.69,0.8,0.41000000000000003
32628,0.69,0.8,0.42000000000000004
32629,0.69,0.8,0.43000000000000005
32630,0.69,0.8,0.44000000000000006
32631,0.69,0.8,0.45000000000000007
32632,0.69,0.8,0.45999999999999996
32633,0.69,0.8,0.47
32634,0.69,0.8,0.48
32635,0.69,0.8,0.49
32636,0.69,0.8,0.5
32637,0.69,0.8500000000000001,0.1
32638,0.69,0.8500000000000001,0.11
32639,0.69,0.8500000000000001,0.12000000000000001
32640,0.69,0.8500000000000001,0.13
32641,0.69,0.8500000000000001,0.14
32642,0.69,0.8500000000000001,0.15000000000000002
32643,0.69,0.8500000000000001,0.16
32644,0.69,0.8500000000000001,0.17
32645,0.69,0.8500000000000001,0.18
32646,0.69,0.8500000000000001,0.19
32647,0.69,0.8500000000000001,0.2
32648,0.69,0.8500000000000001,0.21000000000000002
32649,0.69,0.8500000000000001,0.22
32650,0.69,0.8500000000000001,0.23
32651,0.69,0.8500000000000001,0.24000000000000002
32652,0.69,0.8500000000000001,0.25
32653,0.69,0.8500000000000001,0.26
32654,0.69,0.8500000000000001,0.27
32655,0.69,0.8500000000000001,0.28
32656,0.69,0.8500000000000001,0.29000000000000004
32657,0.69,0.8500000000000001,0.30000000000000004
32658,0.69,0.8500000000000001,0.31
32659,0.69,0.8500000000000001,0.32
32660,0.69,0.8500000000000001,0.33
32661,0.69,0.8500000000000001,0.33999999999999997
32662,0.69,0.8500000000000001,0.35
32663,0.69,0.8500000000000001,0.36
32664,0.69,0.8500000000000001,0.37
32665,0.69,0.8500000000000001,0.38
32666,0.69,0.8500000000000001,0.39
32667,0.69,0.8500000000000001,0.4
32668,0.69,0.8500000000000001,0.41000000000000003
32669,0.69,0.8500000000000001,0.42000000000000004
32670,0.69,0.8500000000000001,0.43000000000000005
32671,0.69,0.8500000000000001,0.44000000000000006
32672,0.69,0.8500000000000001,0.45000000000000007
32673,0.69,0.8500000000000001,0.45999999999999996
32674,0.69,0.8500000000000001,0.47
32675,0.69,0.8500000000000001,0.48
32676,0.69,0.8500000000000001,0.49
32677,0.69,0.8500000000000001,0.5
32678,0.69,0.9,0.1
32679,0.69,0.9,0.11
32680,0.69,0.9,0.12000000000000001
32681,0.69,0.9,0.13
32682,0.69,0.9,0.14
32683,0.69,0.9,0.15000000000000002
32684,0.69,0.9,0.16
32685,0.69,0.9,0.17
32686,0.69,0.9,0.18
32687,0.69,0.9,0.19
32688,0.69,0.9,0.2
32689,0.69,0.9,0.21000000000000002
32690,0.69,0.9,0.22
32691,0.69,0.9,0.23
32692,0.69,0.9,0.24000000000000002
32693,0.69,0.9,0.25
32694,0.69,0.9,0.26
32695,0.69,0.9,0.27
32696,0.69,0.9,0.28
32697,0.69,0.9,0.29000000000000004
32698,0.69,0.9,0.30000000000000004
32699,0.69,0.9,0.31
32700,0.69,0.9,0.32
32701,0.69,0.9,0.33
32702,0.69,0.9,0.33999999999999997
32703,0.69,0.9,0.35
32704,0.69,0.9,0.36
32705,0.69,0.9,0.37
32706,0.69,0.9,0.38
32707,0.69,0.9,0.39
32708,0.69,0.9,0.4
32709,0.69,0.9,0.41000000000000003
32710,0.69,0.9,0.42000000000000004
32711,0.69,0.9,0.43000000000000005
32712,0.69,0.9,0.44000000000000006
32713,0.69,0.9,0.45000000000000007
32714,0.69,0.9,0.45999999999999996
32715,0.69,0.9,0.47
32716,0.69,0.9,0.48
32717,0.69,0.9,0.49
32718,0.69,0.9,0.5
32719,0.69,0.9500000000000001,0.1
32720,0.69,0.9500000000000001,0.11
32721,0.69,0.9500000000000001,0.12000000000000001
32722,0.69,0.9500000000000001,0.13
32723,0.69,0.9500000000000001,0.14
32724,0.69,0.9500000000000001,0.15000000000000002
32725,0.69,0.9500000000000001,0.16
32726,0.69,0.9500000000000001,0.17
32727,0.69,0.9500000000000001,0.18
32728,0.69,0.9500000000000001,0.19
32729,0.69,0.9500000000000001,0.2
32730,0.69,0.9500000000000001,0.21000000000000002
32731,0.69,0.9500000000000001,0.22
32732,0.69,0.9500000000000001,0.23
32733,0.69,0.9500000000000001,0.24000000000000002
32734,0.69,0.9500000000000001,0.25
32735,0.69,0.9500000000000001,0.26
32736,0.69,0.9500000000000001,0.27
32737,0.69,0.9500000000000001,0.28
32738,0.69,0.9500000000000001,0.29000000000000004
32739,0.69,0.9500000000000001,0.30000000000000004
32740,0.69,0.9500000000000001,0.31
32741,0.69,0.9500000000000001,0.32
32742,0.69,0.9500000000000001,0.33
32743,0.69,0.9500000000000001,0.33999999999999997
32744,0.69,0.9500000000000001,0.35
32745,0.69,0.9500000000000001,0.36
32746,0.69,0.9500000000000001,0.37
32747,0.69,0.9500000000000001,0.38
32748,0.69,0.9500000000000001,0.39
32749,0.69,0.9500000000000001,0.4
32750,0.69,0.9500000000000001,0.41000000000000003
32751,0.69,0.9500000000000001,0.42000000000000004
32752,0.69,0.9500000000000001,0.43000000000000005
32753,0.69,0.9500000000000001,0.44000000000000006
32754,0.69,0.9500000000000001,0.45000000000000007
32755,0.69,0.9500000000000001,0.45999999999999996
32756,0.69,0.9500000000000001,0.47
32757,0.69,0.9500000000000001,0.48
32758,0.69,0.9500000000000001,0.49
32759,0.69,0.9500000000000001,0.5
32760,0.69,1,0.1
32761,0.69,1,0.11
32762,0.69,1,0.12000000000000001
32763,0.69,1,0.13
32764,0.69,1,0.14
32765,0.69,1,0.15000000000000002
32766,0.69,1,0.16
32767,0.69,1,0.17
32768,0.69,1,0.18
32769,0.69,1,0.19
32770,0.69,1,0.2
32771,0.69,1,0.21000000000000002
32772,0.69,1,0.22
32773,0.69,1,0.23
32774,0.69,1,0.24000000000000002
32775,0.69,1,0.25
32776,0.69,1,0.26
32777,0.69,1,0.27
32778,0.69,1,0.28
32779,0.69,1,0.29000000000000004
32780,0.69,1,0.30000000000000004
32781,0.69,1,0.31
32782,0.69,1,0.32
32783,0.69,1,0.33
32784,0.69,1,0.33999999999999997
32785,0.69,1,0.35
32786,0.69,1,0.36
32787,0.69,1,0.37
32788,0.69,1,0.38
32789,0.69,1,0.39
32790,0.69,1,0.4
32791,0.69,1,0.41000000000000003
32792,0.69,1,0.42000000000000004
32793,0.69,1,0.43000000000000005
32794,0.69,1,0.44000000000000006
32795,0.69,1,0.45000000000000007
32796,0.69,1,0.45999999999999996
32797,0.69,1,0.47
32798,0.69,1,0.48
32799,0.69,1,0.49
32800,0.69,1,0.5
32801,0.69,1.05,0.1
32802,0.69,1.05,0.11
32803,0.69,1.05,0.12000000000000001
32804,0.69,1.05,0.13
32805,0.69,1.05,0.14
32806,0.69,1.05,0.15000000000000002
32807,0.69,1.05,0.16
32808,0.69,1.05,0.17
32809,0.69,1.05,0.18
32810,0.69,1.05,0.19
32811,0.69,1.05,0.2
32812,0.69,1.05,0.21000000000000002
32813,0.69,1.05,0.22
32814,0.69,1.05,0.23
32815,0.69,1.05,0.24000000000000002
32816,0.69,1.05,0.25
32817,0.69,1.05,0.26
32818,0.69,1.05,0.27
32819,0.69,1.05,0.28
32820,0.69,1.05,0.29000000000000004
32821,0.69,1.05,0.30000000000000004
32822,0.69,1.05,0.31
32823,0.69,1.05,0.32
32824,0.69,1.05,0.33
32825,0.69,1.05,0.33999999999999997
32826,0.69,1.05,0.35
32827,0.69,1.05,0.36
32828,0.69,1.05,0.37
32829,0.69,1.05,0.38
32830,0.69,1.05,0.39
32831,0.69,1.05,0.4
32832,0.69,1.05,0.41000000000000003
32833,0.69,1.05,0.42000000000000004
32834,0.69,1.05,0.43000000000000005
32835,0.69,1.05,0.44000000000000006
32836,0.69,1.05,0.45000000000000007
32837,0.69,1.05,0.45999999999999996
32838,0.69,1.05,0.47
32839,0.69,1.05,0.48
32840,0.69,1.05,0.49
32841,0.69,1.05,0.5
32842,0.69,1.1,0.1
32843,0.69,1.1,0.11
32844,0.69,1.1,0.12000000000000001
32845,0.69,1.1,0.13
32846,0.69,1.1,0.14
32847,0.69,1.1,0.15000000000000002
32848,0.69,1.1,0.16
32849,0.69,1.1,0.17
32850,0.69,1.1,0.18
32851,0.69,1.1,0.19
32852,0.69,1.1,0.2
32853,0.69,1.1,0.21000000000000002
